field_1,Grano,Año,Mes,Origen,Destino,Cantidad,EsFinal,Cantidades
"19127",Maiz,"2015","6",Santiago del Estero,Zona 15,"0.00071108",True,
"19128",Maiz,"2016","6",Santiago del Estero,Zona 15,"0.0057721000000000005",True,
"19129",Maiz,"2018","6",Santiago del Estero,Zona 15,"0.0002",True,
"19130",Maiz,"2019","6",Santiago del Estero,Zona 15,"0.0012193599999999998",True,
"19131",Maiz,"2015","7",Santiago del Estero,Zona 15,"0.0045302",True,
"19132",Maiz,"2016","7",Santiago del Estero,Zona 15,"0.0010374100000000001",True,
"19133",Maiz,"2018","7",Santiago del Estero,Zona 15,"0.00334955",True,
"19134",Maiz,"2019","7",Santiago del Estero,Zona 15,"0.00587",True,
"19135",Maiz,"2020","7",Santiago del Estero,Zona 15,"0.0037",True,
"19136",Maiz,"2015","8",Santiago del Estero,Zona 15,"0.00021643",True,
"19137",Maiz,"2016","8",Santiago del Estero,Zona 15,"0.0007502",True,
"19138",Maiz,"2017","8",Santiago del Estero,Zona 15,"0.0062423600000000015",True,
"19139",Maiz,"2018","8",Santiago del Estero,Zona 15,"0.013181920000000005",True,
"19140",Maiz,"2019","8",Santiago del Estero,Zona 15,"0.0016988399999999999",True,
"19141",Maiz,"2020","8",Santiago del Estero,Zona 15,"0.00045",True,
"19142",Maiz,"2015","9",Santiago del Estero,Zona 15,"0.0019797",True,
"19143",Maiz,"2016","9",Santiago del Estero,Zona 15,"0.00930926",True,
"19144",Maiz,"2017","9",Santiago del Estero,Zona 15,"0.008248150000000001",True,
"19145",Maiz,"2018","9",Santiago del Estero,Zona 15,"0.009752700000000001",True,
"19146",Maiz,"2019","9",Santiago del Estero,Zona 15,"0.00409525",True,
"19147",Maiz,"2015","10",Santiago del Estero,Zona 15,"0.09853749999999996",True,
"19148",Maiz,"2016","10",Santiago del Estero,Zona 15,"0.07655056000000009",True,
"19149",Maiz,"2017","10",Santiago del Estero,Zona 15,"0.023847790000000004",True,
"19150",Maiz,"2018","10",Santiago del Estero,Zona 15,"0.01190515",True,
"19151",Maiz,"2019","10",Santiago del Estero,Zona 15,"0.017873899999999995",True,
"19152",Maiz,"2015","11",Santiago del Estero,Zona 15,"0.01062008",True,
"19153",Maiz,"2016","11",Santiago del Estero,Zona 15,"0.00020076",True,
"19154",Maiz,"2017","11",Santiago del Estero,Zona 15,"0.00415377",True,
"19155",Maiz,"2018","11",Santiago del Estero,Zona 15,"0.0020991399999999998",True,
"19156",Maiz,"2019","11",Santiago del Estero,Zona 15,"0.0022776",True,
"19157",Maiz,"2015","12",Santiago del Estero,Zona 15,"0.003993150000000001",True,
"19158",Maiz,"2016","12",Santiago del Estero,Zona 15,"0.00218564",True,
"19159",Maiz,"2017","12",Santiago del Estero,Zona 15,"0.000655",True,
"19160",Maiz,"2018","12",Santiago del Estero,Zona 15,"0.010921209999999999",True,
"19161",Maiz,"2019","12",Santiago del Estero,Zona 15,"0.015617049999999999",True,
"19162",Maiz,"2017","1",Santiago del Estero,Zona 16,"0.00058638",True,
"19163",Maiz,"2018","1",Santiago del Estero,Zona 16,"0.00135489",True,
"19164",Maiz,"2020","1",Santiago del Estero,Zona 16,"0.001",True,
"19165",Maiz,"2016","2",Santiago del Estero,Zona 16,"0.00546",True,
"19166",Maiz,"2017","2",Santiago del Estero,Zona 16,"0.00017554000000000004",True,
"19167",Maiz,"2018","2",Santiago del Estero,Zona 16,"0.010958379999999998",True,
"19168",Maiz,"2019","2",Santiago del Estero,Zona 16,"0.00414834",True,
"19169",Maiz,"2020","2",Santiago del Estero,Zona 16,"0.00252",True,
"19170",Maiz,"2015","3",Santiago del Estero,Zona 16,"0.00075",True,
"19171",Maiz,"2016","3",Santiago del Estero,Zona 16,"0.00027257999999999997",True,
"19172",Maiz,"2017","3",Santiago del Estero,Zona 16,"0.00111452",True,
"19173",Maiz,"2018","3",Santiago del Estero,Zona 16,"0.001",True,
"19174",Maiz,"2019","3",Santiago del Estero,Zona 16,"0.00306559",True,
"19175",Maiz,"2020","3",Santiago del Estero,Zona 16,"0.00221",True,
"19176",Maiz,"2015","4",Santiago del Estero,Zona 16,"0.00305848",True,
"19177",Maiz,"2016","4",Santiago del Estero,Zona 16,"0.0033",True,
"19178",Maiz,"2017","4",Santiago del Estero,Zona 16,"0.0023233800000000003",True,
"19179",Maiz,"2018","4",Santiago del Estero,Zona 16,"0.0006034199999999999",True,
"19180",Maiz,"2019","4",Santiago del Estero,Zona 16,"0.00163435",True,
"19181",Maiz,"2015","5",Santiago del Estero,Zona 16,"0.00117",True,
"19182",Maiz,"2016","5",Santiago del Estero,Zona 16,"0.00012",True,
"19183",Maiz,"2019","5",Santiago del Estero,Zona 16,"0.00052285",True,
"19184",Maiz,"2016","6",Santiago del Estero,Zona 16,"0.00018",True,
"19185",Maiz,"2017","6",Santiago del Estero,Zona 16,"0.00051",True,
"19186",Maiz,"2018","6",Santiago del Estero,Zona 16,"0.00303",True,
"19187",Maiz,"2019","6",Santiago del Estero,Zona 16,"0.00202",True,
"19188",Maiz,"2020","6",Santiago del Estero,Zona 16,"0.000508",True,
"19189",Maiz,"2015","7",Santiago del Estero,Zona 16,"0.0083",True,
"19190",Maiz,"2016","7",Santiago del Estero,Zona 16,"0.02167",True,
"19191",Maiz,"2017","7",Santiago del Estero,Zona 16,"0.040714",True,
"19192",Maiz,"2018","7",Santiago del Estero,Zona 16,"0.02599163",True,
"19193",Maiz,"2019","7",Santiago del Estero,Zona 16,"0.021608",True,
"19194",Maiz,"2020","7",Santiago del Estero,Zona 16,"0.017838",True,
"19195",Maiz,"2015","8",Santiago del Estero,Zona 16,"0.01268",True,
"19196",Maiz,"2016","8",Santiago del Estero,Zona 16,"0.022806840000000002",True,
"19197",Maiz,"2017","8",Santiago del Estero,Zona 16,"0.02588312",True,
"19198",Maiz,"2018","8",Santiago del Estero,Zona 16,"0.02669923",True,
"19199",Maiz,"2019","8",Santiago del Estero,Zona 16,"0.02333054",True,
"19200",Maiz,"2020","8",Santiago del Estero,Zona 16,"0.011772",True,
"19201",Maiz,"2015","9",Santiago del Estero,Zona 16,"0.00573",True,
"19202",Maiz,"2016","9",Santiago del Estero,Zona 16,"0.0015254300000000001",True,
"19203",Maiz,"2017","9",Santiago del Estero,Zona 16,"0.00560466",True,
"19204",Maiz,"2018","9",Santiago del Estero,Zona 16,"0.017557439999999997",True,
"19205",Maiz,"2019","9",Santiago del Estero,Zona 16,"0.0066269300000000005",True,
"19206",Maiz,"2015","10",Santiago del Estero,Zona 16,"0.02511996",True,
"19207",Maiz,"2016","10",Santiago del Estero,Zona 16,"0.00855",True,
"19208",Maiz,"2017","10",Santiago del Estero,Zona 16,"0.00912019",True,
"19209",Maiz,"2018","10",Santiago del Estero,Zona 16,"0.00792112",True,
"19210",Maiz,"2019","10",Santiago del Estero,Zona 16,"0.00383016",True,
"19211",Maiz,"2015","11",Santiago del Estero,Zona 16,"0.00345",True,
"19212",Maiz,"2016","11",Santiago del Estero,Zona 16,"0.0006799600000000001",True,
"19213",Maiz,"2017","11",Santiago del Estero,Zona 16,"0.00831375",True,
"19214",Maiz,"2018","11",Santiago del Estero,Zona 16,"0.00619",True,
"19215",Maiz,"2019","11",Santiago del Estero,Zona 16,"0.00083708",True,
"19216",Maiz,"2015","12",Santiago del Estero,Zona 16,"0.01035",True,
"19217",Maiz,"2016","12",Santiago del Estero,Zona 16,"0.01166271",True,
"19218",Maiz,"2017","12",Santiago del Estero,Zona 16,"0.00855332",True,
"19219",Maiz,"2018","12",Santiago del Estero,Zona 16,"0.01967489",True,
"19220",Maiz,"2019","12",Santiago del Estero,Zona 16,"0.020439330000000002",True,
"19221",Maiz,"2018","2",Santiago del Estero,Zona 17,"0.00012",True,
"19222",Maiz,"2015","3",Santiago del Estero,Zona 17,"0.00015",True,
"19223",Maiz,"2018","3",Santiago del Estero,Zona 17,"0.00126",True,
"19224",Maiz,"2018","4",Santiago del Estero,Zona 17,"0.00112",True,
"19225",Maiz,"2019","5",Santiago del Estero,Zona 17,"0.000505",True,
"19226",Maiz,"2015","6",Santiago del Estero,Zona 17,"0.00018",True,
"19227",Maiz,"2019","6",Santiago del Estero,Zona 17,"0.000203",True,
"19228",Maiz,"2020","6",Santiago del Estero,Zona 17,"0.002032",True,
"19229",Maiz,"2018","7",Santiago del Estero,Zona 17,"0.0022",True,
"19230",Maiz,"2016","8",Santiago del Estero,Zona 17,"0.00040052999999999996",True,
"19231",Maiz,"2018","8",Santiago del Estero,Zona 17,"0.008",True,
"19232",Maiz,"2017","9",Santiago del Estero,Zona 17,"0.00015",True,
"19233",Maiz,"2018","9",Santiago del Estero,Zona 17,"0.00036",True,
"19234",Maiz,"2016","10",Santiago del Estero,Zona 17,"0.00049304",True,
"19235",Maiz,"2018","10",Santiago del Estero,Zona 17,"0.00021438",True,
"19236",Maiz,"2017","11",Santiago del Estero,Zona 17,"0.001",True,
"19237",Maiz,"2017","12",Santiago del Estero,Zona 17,"0.0024",True,
"19238",Maiz,"2015","1",Santiago del Estero,Zona 18,"0.00179116",True,
"19239",Maiz,"2016","1",Santiago del Estero,Zona 18,"0.00440783",True,
"19240",Maiz,"2017","1",Santiago del Estero,Zona 18,"0.0005778599999999999",True,
"19241",Maiz,"2018","1",Santiago del Estero,Zona 18,"0.00327691",True,
"19242",Maiz,"2019","1",Santiago del Estero,Zona 18,"0.001319",True,
"19243",Maiz,"2020","1",Santiago del Estero,Zona 18,"0.0005",True,
"19244",Maiz,"2015","2",Santiago del Estero,Zona 18,"0.0022",True,
"19245",Maiz,"2016","2",Santiago del Estero,Zona 18,"0.00232844",True,
"19246",Maiz,"2017","2",Santiago del Estero,Zona 18,"0.00184586",True,
"19247",Maiz,"2018","2",Santiago del Estero,Zona 18,"0.0005",True,
"19248",Maiz,"2019","2",Santiago del Estero,Zona 18,"0.0009033099999999999",True,
"19249",Maiz,"2020","2",Santiago del Estero,Zona 18,"0.0015",True,
"19250",Maiz,"2015","3",Santiago del Estero,Zona 18,"0.001",True,
"19251",Maiz,"2016","3",Santiago del Estero,Zona 18,"0.00307996",True,
"19252",Maiz,"2017","3",Santiago del Estero,Zona 18,"0.0007575",True,
"19253",Maiz,"2018","3",Santiago del Estero,Zona 18,"0.00018",True,
"19254",Maiz,"2019","3",Santiago del Estero,Zona 18,"0.0006470499999999999",True,
"19255",Maiz,"2015","4",Santiago del Estero,Zona 18,"0.00024006",True,
"19256",Maiz,"2016","4",Santiago del Estero,Zona 18,"0.0006",True,
"19257",Maiz,"2017","4",Santiago del Estero,Zona 18,"0.00045591",True,
"19258",Maiz,"2018","4",Santiago del Estero,Zona 18,"0.001389",True,
"19259",Maiz,"2019","4",Santiago del Estero,Zona 18,"0.001028",True,
"19260",Maiz,"2015","5",Santiago del Estero,Zona 18,"0.0014658000000000004",True,
"19261",Maiz,"2016","5",Santiago del Estero,Zona 18,"0.0010964100000000001",True,
"19262",Maiz,"2017","5",Santiago del Estero,Zona 18,"5.8840000000000006e-05",True,
"19263",Maiz,"2018","5",Santiago del Estero,Zona 18,"0.0020255",True,
"19264",Maiz,"2015","6",Santiago del Estero,Zona 18,"0.0024541199999999997",True,
"19265",Maiz,"2016","6",Santiago del Estero,Zona 18,"0.00287548",True,
"19266",Maiz,"2018","6",Santiago del Estero,Zona 18,"0.008682420000000001",True,
"19267",Maiz,"2020","6",Santiago del Estero,Zona 18,"0.00124",True,
"19268",Maiz,"2015","7",Santiago del Estero,Zona 18,"0.014879879999999996",True,
"19269",Maiz,"2016","7",Santiago del Estero,Zona 18,"0.00244",True,
"19270",Maiz,"2017","7",Santiago del Estero,Zona 18,"0.005241180000000001",True,
"19271",Maiz,"2018","7",Santiago del Estero,Zona 18,"0.005075299999999999",True,
"19272",Maiz,"2019","7",Santiago del Estero,Zona 18,"0.00151881",True,
"19273",Maiz,"2020","7",Santiago del Estero,Zona 18,"0.00024",True,
"19274",Maiz,"2015","8",Santiago del Estero,Zona 18,"0.00378841",True,
"19275",Maiz,"2016","8",Santiago del Estero,Zona 18,"0.00254385",True,
"19276",Maiz,"2017","8",Santiago del Estero,Zona 18,"0.005000629999999999",True,
"19277",Maiz,"2018","8",Santiago del Estero,Zona 18,"0.00049464",True,
"19278",Maiz,"2019","8",Santiago del Estero,Zona 18,"0.0033377899999999998",True,
"19279",Maiz,"2015","9",Santiago del Estero,Zona 18,"0.004112700000000001",True,
"19280",Maiz,"2016","9",Santiago del Estero,Zona 18,"0.00422151",True,
"19281",Maiz,"2017","9",Santiago del Estero,Zona 18,"0.00271102",True,
"19282",Maiz,"2018","9",Santiago del Estero,Zona 18,"0.0037341700000000015",True,
"19283",Maiz,"2019","9",Santiago del Estero,Zona 18,"0.00536251",True,
"19284",Maiz,"2015","10",Santiago del Estero,Zona 18,"0.008029749999999999",True,
"19285",Maiz,"2016","10",Santiago del Estero,Zona 18,"0.00555244",True,
"19286",Maiz,"2017","10",Santiago del Estero,Zona 18,"0.00413943",True,
"19287",Maiz,"2018","10",Santiago del Estero,Zona 18,"0.00305042",True,
"19288",Maiz,"2019","10",Santiago del Estero,Zona 18,"0.004933859999999999",True,
"19289",Maiz,"2015","11",Santiago del Estero,Zona 18,"0.00207421",True,
"19290",Maiz,"2016","11",Santiago del Estero,Zona 18,"0.00373422",True,
"19291",Maiz,"2017","11",Santiago del Estero,Zona 18,"0.00337779",True,
"19292",Maiz,"2018","11",Santiago del Estero,Zona 18,"0.003046",True,
"19293",Maiz,"2019","11",Santiago del Estero,Zona 18,"0.00352203",True,
"19294",Maiz,"2015","12",Santiago del Estero,Zona 18,"0.003538350000000001",True,
"19295",Maiz,"2016","12",Santiago del Estero,Zona 18,"0.0003",True,
"19296",Maiz,"2017","12",Santiago del Estero,Zona 18,"0.00235",True,
"19297",Maiz,"2018","12",Santiago del Estero,Zona 18,"0.00191",True,
"19298",Maiz,"2019","12",Santiago del Estero,Zona 18,"0.02549939",True,
"19299",Maiz,"2016","1",Santiago del Estero,Resto del País,"0.00018",True,
"19300",Maiz,"2017","1",Santiago del Estero,Resto del País,"0.00057",True,
"19301",Maiz,"2015","2",Santiago del Estero,Resto del País,"0.0006",True,
"19302",Maiz,"2016","2",Santiago del Estero,Resto del País,"0.00107",True,
"19303",Maiz,"2017","2",Santiago del Estero,Resto del País,"0.00021",True,
"19304",Maiz,"2019","2",Santiago del Estero,Resto del País,"0.00032",True,
"19305",Maiz,"2016","3",Santiago del Estero,Resto del País,"0.00066",True,
"19306",Maiz,"2017","3",Santiago del Estero,Resto del País,"0.00039",True,
"19307",Maiz,"2016","4",Santiago del Estero,Resto del País,"0.00069",True,
"19308",Maiz,"2017","5",Santiago del Estero,Resto del País,"9e-05",True,
"19309",Maiz,"2016","6",Santiago del Estero,Resto del País,"0.00036",True,
"19310",Maiz,"2019","6",Santiago del Estero,Resto del País,"0.0005",True,
"19311",Maiz,"2015","7",Santiago del Estero,Resto del País,"0.0015",True,
"19312",Maiz,"2015","8",Santiago del Estero,Resto del País,"0.003",True,
"19313",Maiz,"2016","8",Santiago del Estero,Resto del País,"0.0002",True,
"19314",Maiz,"2019","8",Santiago del Estero,Resto del País,"0.00051",True,
"19315",Maiz,"2016","10",Santiago del Estero,Resto del País,"0.00021",True,
"19316",Maiz,"2015","11",Santiago del Estero,Resto del País,"0.0003",True,
"19317",Maiz,"2016","11",Santiago del Estero,Resto del País,"0.00067",True,
"19318",Maiz,"2015","2",Santiago del Estero,Zona 4,"0.0006165599999999999",True,
"19319",Maiz,"2017","3",Santiago del Estero,Zona 4,"0.00012932",True,
"19320",Maiz,"2016","8",Santiago del Estero,Zona 4,"0.00014762",True,
"19321",Maiz,"2015","9",Santiago del Estero,Zona 4,"0.00097873",True,
"19322",Maiz,"2015","11",Santiago del Estero,Zona 4,"0.00017303999999999998",True,
"19323",Maiz,"2015","12",Santiago del Estero,Zona 4,"9e-05",True,
"19324",Maiz,"2015","1",Santiago del Estero,Zona 5,"0.0015",True,
"19325",Maiz,"2016","1",Santiago del Estero,Zona 5,"0.0045",True,
"19326",Maiz,"2019","1",Santiago del Estero,Zona 5,"0.0045",True,
"19327",Maiz,"2015","2",Santiago del Estero,Zona 5,"0.00723718",True,
"19328",Maiz,"2015","3",Santiago del Estero,Zona 5,"0.00147",True,
"19329",Maiz,"2019","3",Santiago del Estero,Zona 5,"0.002",True,
"19330",Maiz,"2017","4",Santiago del Estero,Zona 5,"0.00018",True,
"19331",Maiz,"2015","6",Santiago del Estero,Zona 5,"0.001",True,
"19332",Maiz,"2016","6",Santiago del Estero,Zona 5,"0.00139",True,
"19333",Maiz,"2020","7",Santiago del Estero,Zona 5,"0.0005",True,
"19334",Maiz,"2015","8",Santiago del Estero,Zona 5,"0.002",True,
"19335",Maiz,"2016","8",Santiago del Estero,Zona 5,"0.0007",True,
"19336",Maiz,"2015","9",Santiago del Estero,Zona 5,"0.001",True,
"19337",Maiz,"2017","9",Santiago del Estero,Zona 5,"0.00036",True,
"19338",Maiz,"2018","9",Santiago del Estero,Zona 5,"0.00156",True,
"19339",Maiz,"2015","10",Santiago del Estero,Zona 5,"0.0014",True,
"19340",Maiz,"2017","10",Santiago del Estero,Zona 5,"2.5e-05",True,
"19341",Maiz,"2018","10",Santiago del Estero,Zona 5,"0.005",True,
"19342",Maiz,"2015","11",Santiago del Estero,Zona 5,"0.00584",True,
"19343",Maiz,"2015","12",Santiago del Estero,Zona 5,"0.00679",True,
"19344",Maiz,"2018","12",Santiago del Estero,Zona 5,"0.003",True,
"19345",Maiz,"2019","12",Santiago del Estero,Zona 5,"0.00093",True,
"19346",Maiz,"2015","2",Santiago del Estero,Zona 6,"0.0004866800000000001",True,
"19347",Maiz,"2016","2",Santiago del Estero,Zona 6,"0.00042",True,
"19348",Maiz,"2019","2",Santiago del Estero,Zona 6,"0.0003",True,
"19349",Maiz,"2015","3",Santiago del Estero,Zona 6,"0.00044715",True,
"19350",Maiz,"2019","3",Santiago del Estero,Zona 6,"0.00099",True,
"19351",Maiz,"2015","4",Santiago del Estero,Zona 6,"0.00020225",True,
"19352",Maiz,"2015","5",Santiago del Estero,Zona 6,"0.00012227",True,
"19353",Maiz,"2016","6",Santiago del Estero,Zona 6,"3e-05",True,
"19354",Maiz,"2015","7",Santiago del Estero,Zona 6,"0.00422908",True,
"19355",Maiz,"2016","7",Santiago del Estero,Zona 6,"0.00953",True,
"19356",Maiz,"2018","7",Santiago del Estero,Zona 6,"0.00056811",True,
"19357",Maiz,"2015","8",Santiago del Estero,Zona 6,"0.005927870000000001",True,
"19358",Maiz,"2016","8",Santiago del Estero,Zona 6,"0.00923",True,
"19359",Maiz,"2017","8",Santiago del Estero,Zona 6,"0.003",True,
"19360",Maiz,"2018","8",Santiago del Estero,Zona 6,"3e-05",True,
"19361",Maiz,"2019","8",Santiago del Estero,Zona 6,"0.00548",True,
"19362",Maiz,"2015","9",Santiago del Estero,Zona 6,"0.0051",True,
"19363",Maiz,"2016","9",Santiago del Estero,Zona 6,"0.00333",True,
"19364",Maiz,"2018","9",Santiago del Estero,Zona 6,"0.00129",True,
"19365",Maiz,"2019","9",Santiago del Estero,Zona 6,"0.0006",True,
"19366",Maiz,"2015","10",Santiago del Estero,Zona 6,"0.00458172",True,
"19367",Maiz,"2018","10",Santiago del Estero,Zona 6,"0.00093",True,
"19368",Maiz,"2019","10",Santiago del Estero,Zona 6,"0.00171",True,
"19369",Maiz,"2015","11",Santiago del Estero,Zona 6,"0.00130031",True,
"19370",Maiz,"2018","11",Santiago del Estero,Zona 6,"0.00144",True,
"19371",Maiz,"2019","11",Santiago del Estero,Zona 6,"0.00105",True,
"19372",Maiz,"2015","12",Santiago del Estero,Zona 6,"0.00519177",True,
"19373",Maiz,"2018","12",Santiago del Estero,Zona 6,"0.00012",True,
"19374",Maiz,"2019","12",Santiago del Estero,Zona 6,"0.00198",True,
"19375",Maiz,"2016","8",Santiago del Estero,Zona 7,"0.00017059",True,
"19376",Maiz,"2016","11",Santiago del Estero,Zona 7,"0.00015",True,
"19377",Maiz,"2016","1",Santiago del Estero,Zona 8,"8.9e-05",True,
"19378",Maiz,"2018","1",Santiago del Estero,Zona 8,"0.00011881999999999999",True,
"19379",Maiz,"2015","2",Santiago del Estero,Zona 8,"0.00342",True,
"19380",Maiz,"2016","2",Santiago del Estero,Zona 8,"0.00127",True,
"19381",Maiz,"2017","2",Santiago del Estero,Zona 8,"0.0003",True,
"19382",Maiz,"2018","2",Santiago del Estero,Zona 8,"5.492e-05",True,
"19383",Maiz,"2016","3",Santiago del Estero,Zona 8,"0.00117",True,
"19384",Maiz,"2017","3",Santiago del Estero,Zona 8,"0.0004",True,
"19385",Maiz,"2018","3",Santiago del Estero,Zona 8,"3e-05",True,
"19386",Maiz,"2015","4",Santiago del Estero,Zona 8,"3e-05",True,
"19387",Maiz,"2016","4",Santiago del Estero,Zona 8,"0.00551",True,
"19388",Maiz,"2015","5",Santiago del Estero,Zona 8,"0.00012",True,
"19389",Maiz,"2016","5",Santiago del Estero,Zona 8,"0.00053",True,
"19390",Maiz,"2015","6",Santiago del Estero,Zona 8,"0.0005",True,
"19391",Maiz,"2016","6",Santiago del Estero,Zona 8,"6e-05",True,
"19392",Maiz,"2017","6",Santiago del Estero,Zona 8,"0.00024",True,
"19393",Maiz,"2018","6",Santiago del Estero,Zona 8,"0.0008286",True,
"19394",Maiz,"2015","7",Santiago del Estero,Zona 8,"0.00025733",True,
"19395",Maiz,"2016","7",Santiago del Estero,Zona 8,"0.0012",True,
"19396",Maiz,"2017","7",Santiago del Estero,Zona 8,"0.00015",True,
"19397",Maiz,"2018","7",Santiago del Estero,Zona 8,"8.797999999999998e-05",True,
"19398",Maiz,"2015","8",Santiago del Estero,Zona 8,"0.00029902",True,
"19399",Maiz,"2017","8",Santiago del Estero,Zona 8,"0.00055778",True,
"19400",Maiz,"2018","8",Santiago del Estero,Zona 8,"0.00215",True,
