ZONA;PROVINCIA;PARTIDO;LOCALIDAD
Zona 14;SANTA FE;CASTELLANOS;COLONIA SAN ANTONIO
Zona 14;SANTA FE;CASTELLANOS;COLONIA TACURALES
Zona 14;SANTA FE;CASTELLANOS;CONSTANZA
Zona 14;SANTA FE;CASTELLANOS;CORONEL FRAGA
Zona 14;SANTA FE;CASTELLANOS;CRISTOLIA
Zona 14;SANTA FE;CASTELLANOS;DESVIO BOERO
Zona 14;SANTA FE;CASTELLANOS;EGUSQUIZA
Zona 14;SANTA FE;CASTELLANOS;ESMERALDA
Zona 14;SANTA FE;CASTELLANOS;ESTACION CLUCELLAS
Zona 14;SANTA FE;CASTELLANOS;ESTACION JOSEFINA
Zona 14;SANTA FE;CASTELLANOS;ESTACION MARIA JUANA
Zona 14;SANTA FE;CASTELLANOS;ESTACION SAGUIER
Zona 14;SANTA FE;CASTELLANOS;ESTRADA
Zona 14;SANTA FE;CASTELLANOS;EUSEBIA
Zona 14;SANTA FE;CASTELLANOS;EUSTOLIA
Zona 14;SANTA FE;CASTELLANOS;FRONTERA
Zona 14;SANTA FE;CASTELLANOS;GALISTEO
Zona 14;SANTA FE;CASTELLANOS;GARIBALDI
Zona 14;SANTA FE;CASTELLANOS;HUGENTOBLER
Zona 14;SANTA FE;CASTELLANOS;"HUMBERTO I"""
Zona 14;SANTA FE;CASTELLANOS;JOSE MANUEL ESTRADA
Zona 14;SANTA FE;CASTELLANOS;KILOMETRO 113 (FCGB)
Zona 14;SANTA FE;CASTELLANOS;KILOMETRO 483
Zona 14;SANTA FE;CASTELLANOS;KILOMETRO 501
Zona 14;SANTA FE;CASTELLANOS;KILOMETRO 85
Zona 14;SANTA FE;CASTELLANOS;LA FLORIDA
Zona 14;SANTA FE;CASTELLANOS;LEHMANN
Zona 14;SANTA FE;CASTELLANOS;LOS SEMBRADOS
Zona 14;SANTA FE;CASTELLANOS;MANGORE
Zona 14;SANTA FE;CASTELLANOS;MARIA JUANA
Zona 14;SANTA FE;CASTELLANOS;MONIGOTES
Zona 14;SANTA FE;CASTELLANOS;NUEVA LEHMANN
Zona 14;SANTA FE;CASTELLANOS;NUEVA ROMA
Zona 14;SANTA FE;CASTELLANOS;PALACIOS
Zona 14;SANTA FE;CASTELLANOS;PRESIDENTE ROCA
Zona 14;SANTA FE;CASTELLANOS;PUEBLO MARINI
Zona 14;SANTA FE;CASTELLANOS;PUEBLO RAMONA
Zona 14;SANTA FE;CASTELLANOS;PUEBLO SAN ANTONIO
Zona 14;SANTA FE;CASTELLANOS;RAFAELA
Zona 14;SANTA FE;CASTELLANOS;RAQUEL
Zona 14;SANTA FE;CASTELLANOS;REINA MARGARITA
Zona 14;SANTA FE;CASTELLANOS;RINCON DE TACURALES
Zona 14;SANTA FE;CASTELLANOS;SAGUIER
Zona 14;SANTA FE;CASTELLANOS;SAN MIGUEL
Zona 14;SANTA FE;CASTELLANOS;SAN VICENTE (DPTO. C
Zona 14;SANTA FE;CASTELLANOS;SANTA CLARA DE SAGUI
Zona 14;SANTA FE;CASTELLANOS;SUNCHALES
Zona 14;SANTA FE;CASTELLANOS;SUSANA
Zona 14;SANTA FE;CASTELLANOS;TACURAL
Zona 14;SANTA FE;CASTELLANOS;VILA
Zona 14;SANTA FE;CASTELLANOS;VILLA SAN JOSE
Zona 14;SANTA FE;CASTELLANOS;VILLANI
Zona 14;SANTA FE;CASTELLANOS;VIRGINIA
Zona 14;SANTA FE;CASTELLANOS;ZANETTI (DESVIO)
Zona 14;SANTA FE;CASTELLANOS;ZENON PEREYRA
Zona 14;SANTA FE;GARAY;ARRASCAETA (APEADERO
Zona 14;SANTA FE;GARAY;ARROYO LEYES (APEADE
Zona 14;SANTA FE;GARAY;BARRIO LA GUARDIA
Zona 14;SANTA FE;GARAY;CALCHINES
Zona 14;SANTA FE;GARAY;CAMPO DEL MEDIO
Zona 14;SANTA FE;GARAY;CAMPO ITURRASPE
Zona 14;SANTA FE;GARAY;CAYASTA
Zona 14;SANTA FE;GARAY;COLONIA CALIFORNIA
Zona 14;SANTA FE;GARAY;COLONIA MANUEL MENCH
Zona 14;SANTA FE;GARAY;COLONIA NUEVA NARCIS
Zona 14;SANTA FE;GARAY;COLONIA SAN JOAQUIN
Zona 14;SANTA FE;GARAY;EL LAUREL
Zona 14;SANTA FE;GARAY;EL POZO
Zona 14;SANTA FE;GARAY;HELVECIA
Zona 14;SANTA FE;GARAY;LA NORIA
Zona 14;SANTA FE;GARAY;LAS CAÑAS
Zona 14;SANTA FE;GARAY;LOS CARDENALES (APEA
Zona 14;SANTA FE;GARAY;LOS CERRILLOS
Zona 14;SANTA FE;GARAY;LOS ZAPALLOS
Zona 14;SANTA FE;GARAY;RINCON DE SAN ANTONI
Zona 14;SANTA FE;GARAY;RUINAS-SANTA FE-LA V
Zona 14;SANTA FE;GARAY;SALADERO M. CABAL
Zona 14;SANTA FE;GARAY;SAN JOAQUIN
Zona 14;SANTA FE;GARAY;SANTA ROSA
Zona 14;SANTA FE;GENERAL OBLIGADO;ARROYO CEIBAL
Zona 14;SANTA FE;GENERAL OBLIGADO;ARROYO DEL REY
Zona 14;SANTA FE;GENERAL OBLIGADO;AVELLANEDA
Zona 14;SANTA FE;GENERAL OBLIGADO;BARRIO AERONAUTICO R
Zona 14;SANTA FE;GENERAL OBLIGADO;BARRIO MARIANO MOREN
Zona 14;SANTA FE;GENERAL OBLIGADO;BERNA
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO DURAND
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO EL ARAZA
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO FURRER
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO GARABATO
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO GOLA
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO GRANDE
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO HARDY
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO MONTE LA VIRUE
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO RAMSEYER
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO REDONDO
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO SIETE PROVINCI
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO URDANIZ
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO VERGE
Zona 14;SANTA FE;GENERAL OBLIGADO;CAMPO YAGUARETE
Zona 14;SANTA FE;GENERAL OBLIGADO;CAPILLA GUADALUPE NO
Zona 14;SANTA FE;GENERAL OBLIGADO;COLONIA ALTHUAUS
Zona 14;SANTA FE;GENERAL OBLIGADO;COLONIA ELLA
Zona 14;SANTA FE;GENERAL OBLIGADO;COLONIA SAN MANUEL
Zona 14;SANTA FE;GENERAL OBLIGADO;COLONIA SANTA CATALI
Zona 14;SANTA FE;GENERAL OBLIGADO;DESTACAMENTO AERONAU
Zona 14;SANTA FE;GENERAL OBLIGADO;DESVIO DOCTOR BARROS
Zona 14;SANTA FE;GENERAL OBLIGADO;DESVIO KILOMETRO 366
Zona 14;SANTA FE;GENERAL OBLIGADO;DESVIO KILOMETRO 392
Zona 14;SANTA FE;GENERAL OBLIGADO;DISTRITO TRES ISLETA
Zona 14;SANTA FE;GENERAL OBLIGADO;DOCTOR BARROS PAZOS
Zona 14;SANTA FE;GENERAL OBLIGADO;EL 17
Zona 14;SANTA FE;GENERAL OBLIGADO;EL ARAZA
Zona 14;SANTA FE;GENERAL OBLIGADO;EL CARMEN DE AVELLAN
Zona 14;SANTA FE;GENERAL OBLIGADO;EL CEIBALITO
Zona 14;SANTA FE;GENERAL OBLIGADO;EL RABON
Zona 14;SANTA FE;GENERAL OBLIGADO;EL RICARDITO
Zona 14;SANTA FE;GENERAL OBLIGADO;EL SOMBRERITO
Zona 14;SANTA FE;GENERAL OBLIGADO;EL TAPIALITO
Zona 14;SANTA FE;GENERAL OBLIGADO;EL TIMBO
Zona 14;SANTA FE;GENERAL OBLIGADO;ESTACION VILLA ANA
Zona 14;SANTA FE;GENERAL OBLIGADO;ESTANCIA LA GOLONDRI
Zona 14;SANTA FE;GENERAL OBLIGADO;EWALD
Zona 14;SANTA FE;GENERAL OBLIGADO;FLOR DE ORO
Zona 14;SANTA FE;GENERAL OBLIGADO;FLORENCIA
Zona 14;SANTA FE;GENERAL OBLIGADO;FLORIDA
Zona 14;SANTA FE;GENERAL OBLIGADO;FORTIN CHARRUA
Zona 14;SANTA FE;GENERAL OBLIGADO;GOLONDRINA
Zona 14;SANTA FE;GENERAL OBLIGADO;GUADALUPE NORTE
Zona 14;SANTA FE;GENERAL OBLIGADO;GUASUNCHO
Zona 14;SANTA FE;GENERAL OBLIGADO;INGENIERO CHANOURDIE
Zona 14;SANTA FE;GENERAL OBLIGADO;INGENIO GARMENDIA
Zona 14;SANTA FE;GENERAL OBLIGADO;INGENIO GERMANIA
Zona 14;SANTA FE;GENERAL OBLIGADO;ISLA TIGRE
Zona 14;SANTA FE;GENERAL OBLIGADO;ISLETA
Zona 14;SANTA FE;GENERAL OBLIGADO;KILOMETRO 17 (DESVIO
Zona 14;SANTA FE;GENERAL OBLIGADO;KILOMETRO 23
Zona 14;SANTA FE;GENERAL OBLIGADO;KILOMETRO 30 (FCGB)
Zona 14;SANTA FE;GENERAL OBLIGADO;KILOMETRO 320
Zona 14;SANTA FE;GENERAL OBLIGADO;KILOMETRO 392 (EMBAR
Zona 14;SANTA FE;GENERAL OBLIGADO;KILOMETRO 403
Zona 14;SANTA FE;GENERAL OBLIGADO;KILOMETRO 408 (DESVI
Zona 14;SANTA FE;GENERAL OBLIGADO;KILOMETRO 41 (DPTO.
Zona 14;SANTA FE;GENERAL OBLIGADO;KILOMETRO 421 (DESVI
Zona 14;SANTA FE;GENERAL OBLIGADO;KILOMETRO 49 (VILLA
Zona 14;SANTA FE;GENERAL OBLIGADO;KILOMETRO 67
Zona 14;SANTA FE;GENERAL OBLIGADO;LA BLANCA
Zona 14;SANTA FE;GENERAL OBLIGADO;LA CELIA (BERNA-DPTO
Zona 14;SANTA FE;GENERAL OBLIGADO;LA CLARITA
Zona 14;SANTA FE;GENERAL OBLIGADO;LA DIAMELA
Zona 14;SANTA FE;GENERAL OBLIGADO;LA ESMERALDA
Zona 14;SANTA FE;GENERAL OBLIGADO;LA JOSEFINA
Zona 14;SANTA FE;GENERAL OBLIGADO;LA LOLA
Zona 14;SANTA FE;GENERAL OBLIGADO;LA POTASA
Zona 14;SANTA FE;GENERAL OBLIGADO;LA RESERVA
Zona 14;SANTA FE;GENERAL OBLIGADO;LA SARITA
Zona 14;SANTA FE;GENERAL OBLIGADO;LA VANGUARDIA (MOUSS
Zona 14;SANTA FE;GENERAL OBLIGADO;LA ZULEMA
Zona 14;SANTA FE;GENERAL OBLIGADO;LANTERI
Zona 14;SANTA FE;GENERAL OBLIGADO;LAS GARZAS
Zona 14;SANTA FE;GENERAL OBLIGADO;LAS MERCEDES
Zona 14;SANTA FE;GENERAL OBLIGADO;LAS PALMAS
Zona 14;SANTA FE;GENERAL OBLIGADO;LAS SIETE PROVINCIAS
Zona 14;SANTA FE;GENERAL OBLIGADO;LAS TOSCAS
Zona 14;SANTA FE;GENERAL OBLIGADO;LOS AMORES
Zona 14;SANTA FE;GENERAL OBLIGADO;LOS CLAROS
Zona 14;SANTA FE;GENERAL OBLIGADO;LOS LAPACHOS
Zona 14;SANTA FE;GENERAL OBLIGADO;LOS LAURELES
Zona 14;SANTA FE;GENERAL OBLIGADO;LOS LEONES (INTIYACO
Zona 14;SANTA FE;GENERAL OBLIGADO;LOS TABANOS
Zona 14;SANTA FE;GENERAL OBLIGADO;MALABRIGO
Zona 14;SANTA FE;GENERAL OBLIGADO;MOCOVI
Zona 14;SANTA FE;GENERAL OBLIGADO;MOUSSY
Zona 14;SANTA FE;GENERAL OBLIGADO;NICANOR E. MOLINAS
Zona 14;SANTA FE;GENERAL OBLIGADO;NUEVA ROMANG
Zona 14;SANTA FE;GENERAL OBLIGADO;OBRAJE INDIO MUERTO
Zona 14;SANTA FE;GENERAL OBLIGADO;OBRAJE SAN JUAN
Zona 14;SANTA FE;GENERAL OBLIGADO;OGILVIE
Zona 14;SANTA FE;GENERAL OBLIGADO;PARAJE 29
Zona 14;SANTA FE;GENERAL OBLIGADO;PAUL GROUSSAC
Zona 14;SANTA FE;GENERAL OBLIGADO;POTRERO GUASUNCHO
Zona 14;SANTA FE;GENERAL OBLIGADO;PUERTO OCAMPO
Zona 14;SANTA FE;GENERAL OBLIGADO;PUERTO PIRACUA
Zona 14;SANTA FE;GENERAL OBLIGADO;PUERTO PIRACUACITO
Zona 14;SANTA FE;GENERAL OBLIGADO;PUERTO RECONQUISTA
Zona 14;SANTA FE;GENERAL OBLIGADO;RECONQUISTA
Zona 14;SANTA FE;GENERAL OBLIGADO;SAN ALBERTO
Zona 14;SANTA FE;GENERAL OBLIGADO;SAN ANTONIO DE OBLIG
Zona 14;SANTA FE;GENERAL OBLIGADO;SAN ROQUE
Zona 14;SANTA FE;GENERAL OBLIGADO;SAN VICENTE (VILLA O
Zona 14;SANTA FE;GENERAL OBLIGADO;SANTA ANA
Zona 14;SANTA FE;GENERAL OBLIGADO;SANTA LUCIA
Zona 14;SANTA FE;GENERAL OBLIGADO;TACUARENDI
Zona 14;SANTA FE;GENERAL OBLIGADO;TARTAGAL
Zona 14;SANTA FE;GENERAL OBLIGADO;VICTOR MANUEL II
Zona 14;SANTA FE;GENERAL OBLIGADO;VILLA ADELA
Zona 14;SANTA FE;GENERAL OBLIGADO;VILLA ANA (DPTO. GRA
Zona 14;SANTA FE;GENERAL OBLIGADO;VILLA ANA (ESTACION)
Zona 14;SANTA FE;GENERAL OBLIGADO;VILLA GUILLERMINA
Zona 14;SANTA FE;GENERAL OBLIGADO;VILLA OCAMPO
Zona 14;SANTA FE;GENERAL OBLIGADO;YAGUARETE
Zona 14;SANTA FE;LA CAPITAL;ALTO VERDE
Zona 14;SANTA FE;LA CAPITAL;ANGEL GALLARDO
Zona 14;SANTA FE;LA CAPITAL;AROMOS
Zona 14;SANTA FE;LA CAPITAL;ARROYO AGUIAR
Zona 14;SANTA FE;LA CAPITAL;ASCOCHINGAS
Zona 14;SANTA FE;LA CAPITAL;BAJO LAS TUNAS
Zona 14;SANTA FE;LA CAPITAL;BARRANQUITAS
Zona 14;SANTA FE;LA CAPITAL;BARRIO AMPLIACION SU
Zona 14;SANTA FE;LA CAPITAL;BARRIO BELGRANO
Zona 14;SANTA FE;LA CAPITAL;BARRIO CABAÑA LEIVA
Zona 14;SANTA FE;LA CAPITAL;BARRIO CIUDADELA
Zona 14;SANTA FE;LA CAPITAL;BARRIO IRIONDO
Zona 14;SANTA FE;LA CAPITAL;BARRIO LOS HORNOS
Zona 14;SANTA FE;LA CAPITAL;BARRIO NUEVE DE JULI
Zona 14;SANTA FE;LA CAPITAL;BARRIO PRESIDENTE RO
Zona 14;SANTA FE;LA CAPITAL;BARRIO PROGRESISTAS
Zona 14;SANTA FE;LA CAPITAL;BARRIO SAN IGNACIO D
Zona 14;SANTA FE;LA CAPITAL;BARRIO SAN LORENZO
Zona 14;SANTA FE;LA CAPITAL;BARRIO SCARAFFIA
Zona 14;SANTA FE;LA CAPITAL;BARRIO SUD (SANTA FE
Zona 14;SANTA FE;LA CAPITAL;BARRIO TRANSPORTES
Zona 14;SANTA FE;LA CAPITAL;BARRIO VILLA DEL PAR
Zona 14;SANTA FE;LA CAPITAL;BARRIO VILLA LUJAN
Zona 14;SANTA FE;LA CAPITAL;BARRIO VILLA MARIA S
Zona 14;SANTA FE;LA CAPITAL;BARRIO VILLA TALLERE
Zona 14;SANTA FE;LA CAPITAL;CABAL
Zona 14;SANTA FE;LA CAPITAL;CAMPO ANDINO
Zona 14;SANTA FE;LA CAPITAL;CAMPO CRESPO
Zona 14;SANTA FE;LA CAPITAL;CAMPO LEHMANN
Zona 14;SANTA FE;LA CAPITAL;CAMPO SANTO DOMINGO
Zona 14;SANTA FE;LA CAPITAL;CANDIOTI
Zona 14;SANTA FE;LA CAPITAL;CARCEL PUBLICA
Zona 14;SANTA FE;LA CAPITAL;COLASTINE
Zona 14;SANTA FE;LA CAPITAL;COLASTINE NORTE
Zona 14;SANTA FE;LA CAPITAL;COLONIA CAMPO BOTTO
Zona 14;SANTA FE;LA CAPITAL;COLONIA PUJATO
Zona 14;SANTA FE;LA CAPITAL;CONSTITUYENTES
Zona 14;SANTA FE;LA CAPITAL;EL GALPON
Zona 14;SANTA FE;LA CAPITAL;EMILIA
Zona 14;SANTA FE;LA CAPITAL;ESTACION SAN AGUSTIN
Zona 14;SANTA FE;LA CAPITAL;ESTER
Zona 14;SANTA FE;LA CAPITAL;GOBERNADOR CANDIOTI
Zona 14;SANTA FE;LA CAPITAL;HOSPITAL PSIQUIATRIC
Zona 14;SANTA FE;LA CAPITAL;IRIONDO
Zona 14;SANTA FE;LA CAPITAL;ISLA DEL PORTEÑO
Zona 14;SANTA FE;LA CAPITAL;KILOMETRO 28 C (APEA
Zona 14;SANTA FE;LA CAPITAL;KILOMETRO 35 (APEADE
Zona 14;SANTA FE;LA CAPITAL;KILOMETRO 41 (APEADE
Zona 14;SANTA FE;LA CAPITAL;KILOMETRO 49 (APEADE
Zona 14;SANTA FE;LA CAPITAL;KILOMETRO 9 (APEADER
Zona 14;SANTA FE;LA CAPITAL;LAGUNA PAIVA
Zona 14;SANTA FE;LA CAPITAL;LARRECHEA (ESPERANZA
Zona 14;SANTA FE;LA CAPITAL;LASSAGA (APEADERO FC
Zona 14;SANTA FE;LA CAPITAL;LLAMBI CAMPBELL
Zona 14;SANTA FE;LA CAPITAL;LOS HORNOS
Zona 14;SANTA FE;LA CAPITAL;MANUCHO
Zona 14;SANTA FE;LA CAPITAL;MONTE VERA
Zona 14;SANTA FE;LA CAPITAL;NELSON
Zona 14;SANTA FE;LA CAPITAL;NUEVA POMPEYA
Zona 14;SANTA FE;LA CAPITAL;PASO VINAL
Zona 14;SANTA FE;LA CAPITAL;PIQUETE
Zona 14;SANTA FE;LA CAPITAL;POMPEYA (APEADERO FC
Zona 14;SANTA FE;LA CAPITAL;PUEBLO CANDIOTI
Zona 14;SANTA FE;LA CAPITAL;RECREO
Zona 14;SANTA FE;LA CAPITAL;REYNALDO CULLEN
Zona 14;SANTA FE;LA CAPITAL;RINCON DE AVILA
Zona 14;SANTA FE;LA CAPITAL;RINCON NORTE
Zona 14;SANTA FE;LA CAPITAL;RINCON POTREROS
Zona 14;SANTA FE;LA CAPITAL;RIO SALADO (APEADERO
Zona 14;SANTA FE;LA CAPITAL;SAN GUILLERMO (LAGUN
Zona 14;SANTA FE;LA CAPITAL;SAN JOSE
Zona 14;SANTA FE;LA CAPITAL;SAN JOSE DEL RINCON
Zona 14;SANTA FE;LA CAPITAL;SAN PEDRO
Zona 14;SANTA FE;LA CAPITAL;SAN PEDRO NORTE
Zona 14;SANTA FE;LA CAPITAL;SAN PEDRO SUR
Zona 14;SANTA FE;LA CAPITAL;SANTA FE
Zona 14;SANTA FE;LA CAPITAL;SANTO TOME
Zona 14;SANTA FE;LA CAPITAL;SAUCE VIEJO
Zona 14;SANTA FE;LA CAPITAL;SETUBAL (APEADERO FC
Zona 14;SANTA FE;LA CAPITAL;TOMAS ALVA EDISON (A
Zona 14;SANTA FE;LA CAPITAL;VILLA DON BOSCO
Zona 14;SANTA FE;LA CAPITAL;VILLA MARIA SELVA
Zona 14;SANTA FE;LA CAPITAL;VILLA VIVEROS
Zona 14;SANTA FE;LA CAPITAL;VILLA YAPEYU
Zona 14;SANTA FE;LA CAPITAL;YAMANDU (APEADERO FC
Zona 14;SANTA FE;LAS COLONIAS;BARRIO SUR (SAN CARL
Zona 14;SANTA FE;LAS COLONIAS;CAMPO MAGNIN
Zona 14;SANTA FE;LAS COLONIAS;CAMPO QUIÑONES
Zona 14;SANTA FE;LAS COLONIAS;CAVOUR
Zona 14;SANTA FE;LAS COLONIAS;COLONIA ADOLFO ALSIN
Zona 14;SANTA FE;LAS COLONIAS;COLONIA MATILDE
Zona 14;SANTA FE;LAS COLONIAS;COLONIA PUJOL
Zona 14;SANTA FE;LAS COLONIAS;CORONEL RODRIGUEZ
Zona 14;SANTA FE;LAS COLONIAS;CULULU
Zona 14;SANTA FE;LAS COLONIAS;DESVIO ARAUZ
Zona 14;SANTA FE;LAS COLONIAS;EL TROPEZON
Zona 14;SANTA FE;LAS COLONIAS;ELISA
Zona 14;SANTA FE;LAS COLONIAS;EMPALME SAN CARLOS
Zona 14;SANTA FE;LAS COLONIAS;ESPERANZA
Zona 14;SANTA FE;LAS COLONIAS;ESTACION MATILDE
Zona 14;SANTA FE;LAS COLONIAS;ESTANCIA SAN FRANCISCO
Zona 14;SANTA FE;LAS COLONIAS;FELICIA
Zona 14;SANTA FE;LAS COLONIAS;FRANCK
Zona 14;SANTA FE;LAS COLONIAS;GRUTLY
Zona 14;SANTA FE;LAS COLONIAS;GRUTLY NORTE
Zona 14;SANTA FE;LAS COLONIAS;HIPATIA
Zona 14;SANTA FE;LAS COLONIAS;HUMBOLDT
Zona 14;SANTA FE;LAS COLONIAS;HUMBOLDT CHICO
Zona 14;SANTA FE;LAS COLONIAS;INGENIERO BOASI
Zona 14;SANTA FE;LAS COLONIAS;ITUZAINGO
Zona 14;SANTA FE;LAS COLONIAS;JACINTO ARAUZ
Zona 14;SANTA FE;LAS COLONIAS;LA ORILLA
Zona 14;SANTA FE;LAS COLONIAS;LA PELADA
Zona 14;SANTA FE;LAS COLONIAS;LAS HIGUERITAS
Zona 14;SANTA FE;LAS COLONIAS;LAS TUNAS
Zona 14;SANTA FE;LAS COLONIAS;MARIA LUISA
Zona 14;SANTA FE;LAS COLONIAS;MARIANO SAAVEDRA
Zona 14;SANTA FE;LAS COLONIAS;MATILDE
Zona 14;SANTA FE;LAS COLONIAS;NUEVO TORINO
Zona 14;SANTA FE;LAS COLONIAS;PERICOTA
Zona 14;SANTA FE;LAS COLONIAS;PILAR
Zona 14;SANTA FE;LAS COLONIAS;PROGRESO
Zona 14;SANTA FE;LAS COLONIAS;PROVIDENCIA
Zona 14;SANTA FE;LAS COLONIAS;PUEBLO ABC
Zona 14;SANTA FE;LAS COLONIAS;RIVADAVIA
Zona 14;SANTA FE;LAS COLONIAS;SA PEREIRA
Zona 14;SANTA FE;LAS COLONIAS;SAN AGUSTIN
Zona 14;SANTA FE;LAS COLONIAS;SAN CARLOS CENTRO
Zona 14;SANTA FE;LAS COLONIAS;SAN CARLOS NORTE
Zona 14;SANTA FE;LAS COLONIAS;SAN CARLOS SUD
Zona 14;SANTA FE;LAS COLONIAS;SAN JERONIMO DEL SAU
Zona 14;SANTA FE;LAS COLONIAS;SAN JERONIMO NORTE
Zona 14;SANTA FE;LAS COLONIAS;SAN MARIANO
Zona 14;SANTA FE;LAS COLONIAS;SANTA CLARA
Zona 14;SANTA FE;LAS COLONIAS;SANTA CLARA DE BUENA
Zona 14;SANTA FE;LAS COLONIAS;SANTA MARIA
Zona 14;SANTA FE;LAS COLONIAS;SANTO DOMINGO
Zona 14;SANTA FE;LAS COLONIAS;SARMIENTO
Zona 14;SANTA FE;LAS COLONIAS;SOUTOMAYOR
Zona 14;SANTA FE;SAN CRISTOBAL;AGUARA GRANDE
Zona 14;SANTA FE;SAN CRISTOBAL;ALCORTA DTO SAN CRIS
Zona 14;SANTA FE;SAN CRISTOBAL;AMBROSETTI
Zona 14;SANTA FE;SAN CRISTOBAL;ARRUFO
Zona 14;SANTA FE;SAN CRISTOBAL;BARRIO PALERMO
Zona 14;SANTA FE;SAN CRISTOBAL;BARRIO SAN JOSE
Zona 14;SANTA FE;SAN CRISTOBAL;BEALISTOCK
Zona 14;SANTA FE;SAN CRISTOBAL;CAMPO BOTTO
Zona 14;SANTA FE;SAN CRISTOBAL;CAMPO EL MATACO
Zona 14;SANTA FE;SAN CRISTOBAL;CAPIVARA
Zona 14;SANTA FE;SAN CRISTOBAL;CERES
Zona 14;SANTA FE;SAN CRISTOBAL;COLONIA ANA
Zona 14;SANTA FE;SAN CRISTOBAL;COLONIA BERLIN
Zona 14;SANTA FE;SAN CRISTOBAL;COLONIA CLARA
Zona 14;SANTA FE;SAN CRISTOBAL;COLONIA EL SIMBOL
Zona 14;SANTA FE;SAN CRISTOBAL;COLONIA MACKINLAY
Zona 14;SANTA FE;SAN CRISTOBAL;COLONIA MALHMAN SUD
Zona 14;SANTA FE;SAN CRISTOBAL;COLONIA ORTIZ
Zona 14;SANTA FE;SAN CRISTOBAL;COLONIA RIPAMONTI
Zona 14;SANTA FE;SAN CRISTOBAL;COLONIA ROSA
Zona 14;SANTA FE;SAN CRISTOBAL;CUATRO CASAS
Zona 14;SANTA FE;SAN CRISTOBAL;CURUPAITY
Zona 14;SANTA FE;SAN CRISTOBAL;DHO
Zona 14;SANTA FE;SAN CRISTOBAL;DOCE CASAS
Zona 14;SANTA FE;SAN CRISTOBAL;EL AGUARA
Zona 14;SANTA FE;SAN CRISTOBAL;HERSILIA
Zona 14;SANTA FE;SAN CRISTOBAL;HUANQUEROS
Zona 14;SANTA FE;SAN CRISTOBAL;KILOMETRO 235 (FCGB)
Zona 14;SANTA FE;SAN CRISTOBAL;LA CABRAL
Zona 14;SANTA FE;SAN CRISTOBAL;LA CLARA
Zona 14;SANTA FE;SAN CRISTOBAL;LA LUCILA
Zona 14;SANTA FE;SAN CRISTOBAL;LA POLVAREDA
Zona 14;SANTA FE;SAN CRISTOBAL;LA RUBIA
Zona 14;SANTA FE;SAN CRISTOBAL;LA VERDE
Zona 14;SANTA FE;SAN CRISTOBAL;LAGUNA VERDE
Zona 14;SANTA FE;SAN CRISTOBAL;LAS AVISPAS
Zona 14;SANTA FE;SAN CRISTOBAL;LAS PALMERAS
Zona 14;SANTA FE;SAN CRISTOBAL;LOS MOLLES
Zona 14;SANTA FE;SAN CRISTOBAL;LUCILA
Zona 14;SANTA FE;SAN CRISTOBAL;MARIA EUGENIA
Zona 14;SANTA FE;SAN CRISTOBAL;MOISES VILLE
Zona 14;SANTA FE;SAN CRISTOBAL;MONTE OBSCURIDAD
Zona 14;SANTA FE;SAN CRISTOBAL;MUTCHNIK
Zona 14;SANTA FE;SAN CRISTOBAL;ÑANDUCITA
Zona 14;SANTA FE;SAN CRISTOBAL;PETRONILA
Zona 14;SANTA FE;SAN CRISTOBAL;PORTUGALETE
Zona 14;SANTA FE;SAN CRISTOBAL;RIPAMONTI
Zona 14;SANTA FE;SAN CRISTOBAL;SAN CRISTOBAL
Zona 14;SANTA FE;SAN CRISTOBAL;SAN GUILLERMO (DPTO.
Zona 14;SANTA FE;SAN CRISTOBAL;SANTURCE
Zona 14;SANTA FE;SAN CRISTOBAL;SEIS CASAS
Zona 14;SANTA FE;SAN CRISTOBAL;SUARDI
Zona 14;SANTA FE;SAN CRISTOBAL;VEINTICUATRO CASAS
Zona 14;SANTA FE;SAN CRISTOBAL;VILLA SARALEGUI
Zona 14;SANTA FE;SAN CRISTOBAL;VILLA TRINIDAD
Zona 14;SANTA FE;SAN CRISTOBAL;WAVELBERG
Zona 14;SANTA FE;SAN CRISTOBAL;ZADOCKHAN
Zona 14;SANTA FE;SAN JAVIER;ALEJANDRA
Zona 14;SANTA FE;SAN JAVIER;CAMPO COUBERT
Zona 14;SANTA FE;SAN JAVIER;CAMPO HUBER
Zona 14;SANTA FE;SAN JAVIER;CAMPO ZAVALLA
Zona 14;SANTA FE;SAN JAVIER;CAÑADITA
Zona 14;SANTA FE;SAN JAVIER;COLONIA DURAN
Zona 14;SANTA FE;SAN JAVIER;COLONIA EL TOBA
